kmer_1,hash_1,kmer_2,hash_2,Sample
45,18443213951314362303,78,18348124780580033666,22
46,10610592908667068448,84,10575786857980886641,22
47,13887064251586237632,81,14149534398309410662,22
48,11356690021237418339,84,10575786857980886641,22
49,4113526272810433565,85,4573860090815905325,22
50,7967198830390098527,80,9178322734868889504,22
51,10319448303748859385,82,10319028497699955877,22
52,15433715714483844730,81,14149534398309410662,22
53,11251862945219270795,84,10575786857980886641,22
54,2538182237100966505,85,4573860090815905325,22
55,14451038732621691065,81,14149534398309410662,22
56,11275885742300638057,84,10575786857980886641,22
57,8993626432377508150,83,5872988375024083452,22
58,2595251968327980510,85,4573860090815905325,22
59,15243253543971141553,84,10575786857980886641,22

0,14072552181602962484,31,14320372466684979443,23
1,15967872989315648450,30,16005222006034685001,23
2,5826377768310246864,49,5866797999644450296,23
3,4564593938381609079,41,3833177519733411955,23
4,15347483236959897960,30,16005222006034685001,23
5,12260099953191809337,47,12129736402535050539,23
6,18114771594350519593,54,18021999986829157207,23
7,8856228666575347385,53,8600565191331817801,23
8,15671379089514273748,36,15565100410630373084,23
9,1848674283793180913,59,1173094545258617520,23
10,11594354013177240271,47,12129736402535050539,23
11,13485952030580562445,47,12129736402535050539,23
12,16671254683936808862,45,17110051851869987721,23
13,17458701514480384288,54,18021999986829157207,23
14,13409565566679966131,64,13417645799138872817,23
15,15232660784812553509,51,14544893874719017263,23
16,9326500037790573768,42,9677670247265008808,23
17,412475215200800821,59,1173094545258617520,23
18,12174122992409407594,63,12138828670606743228,23
19,11803003824366010793,47,12129736402535050539,23
20,11653123347385018163,63,12138828670606743228,23
21,7121253532062775711,66,7699655914587108985,23
22,4978696527860957806,50,5020574396622790125,23
23,13824177323667892218,64,13417645799138872817,23
24,11400379009844015177,67,11086373619462966054,23
25,8127912047985092624,61,8297153074599399908,23
26,6387360732171461281,60,5698334475847871143,23
27,16836321173106329426,55,17003325826069051463,23
28,17607161185225704182,75,18263445582832957031,23
29,5541696522356859741,60,5698334475847871143,23
30,16005222006034685001,71,16032782401262022301,23
31,14320372466684979443,72,14283723628890725171,23
32,1941307213828849142,59,1173094545258617520,23
33,5155533992253309399,60,5698334475847871143,23
34,12595368198922922497,70,12566228512276436735,23
35,1719005624730081428,81,2528440361048167673,23
36,15565100410630373084,71,16032782401262022301,23
37,9642579116725011944,80,9573619047821458462,23
38,6990975617175136073,66,7699655914587108985,23
39,505381784788462098,81,2528440361048167673,23
40,6597387904274649012,77,6343812585601841988,23
41,3833177519733411955,81,2528440361048167673,23
42,9677670247265008808,82,9786070422348689809,23
43,10647298008183053949,74,9421998532078626738,23
44,3484479101562392665,81,2528440361048167673,23
45,17110051851869987721,78,17137605865212654022,23
46,3032434137677855580,81,2528440361048167673,23
47,12129736402535050539,83,13605968398862198079,23
48,14820625409211407797,76,15421018185299450757,23
49,5866797999644450296,77,6343812585601841988,23
50,5020574396622790125,77,6343812585601841988,23
51,14544893874719017263,76,15421018185299450757,23
52,3292193251673362103,81,2528440361048167673,23
53,8600565191331817801,85,8715024273098057197,23
54,18021999986829157207,79,18291644846268284264,23
55,17003325826069051463,84,17839709813495516714,23
56,4240579185234608552,81,2528440361048167673,23
57,7801911489094913448,85,8715024273098057197,23
58,4160884640811053706,85,8715024273098057197,23
59,1173094545258617520,85,8715024273098057197,23

0,14681575468763545756,46,14654204807170826564,24
1,8274224753464549363,30,9204302946478059729,24
2,15952198369482147519,42,15068397712118704306,24
3,17418095694559658361,29,17520938506458340688,24
4,16376739688976676648,41,16201663634545784650,24
5,2865216385438711898,45,2603478606787314567,24
6,17826482545303121739,52,17716044313606253582,24
7,9847715982673108070,51,12161694608946176101,24
8,16865255524682906693,41,16201663634545784650,24
9,10594769290219227877,58,11130229432481762393,24
10,2206638023519000335,49,1889142661215503517,24
11,10773971784860993513,58,11130229432481762393,24
12,16829265375774805238,41,16201663634545784650,24
13,9578039732968835395,58,11130229432481762393,24
14,11049123227117066961,58,11130229432481762393,24
15,15558773417385495545,62,15187651358152413957,24
16,16968477975009415932,41,16201663634545784650,24
17,18204072394283170470,52,17716044313606253582,24
18,14656472270452985624,46,14654204807170826564,24
19,14538749283048670437,46,14654204807170826564,24
20,2635983553047369928,45,2603478606787314567,24
21,8514321034615514370,64,7776225121225480525,24
22,14179463285723796705,50,14303579089695332231,24
23,15061234675713044286,62,15187651358152413957,24
24,13714782895985145917,73,13814082059664574158,24
25,10746736886298351771,58,11130229432481762393,24
26,9923806936739521689,58,11130229432481762393,24
27,17669300963049070907,52,17716044313606253582,24
28,829917926752870096,75,2298317844746860627,24
29,17520938506458340688,62,15187651358152413957,24
30,9204302946478059729,64,7776225121225480525,24
31,18370467823871837048,80,16524453900671221416,24
32,18141645299913791795,80,16524453900671221416,24
33,2404554053363103038,79,2813094784216860316,24
34,14224095962553744204,70,13966053558906077133,24
35,236646446066805166,71,2237229610621004058,24
36,6582841858105524603,65,6530233670020667725,24
37,7833389261077547768,64,7776225121225480525,24
38,3797339228237692902,72,3745365564589827472,24
39,1184875421037289514,71,2237229610621004058,24
40,13267369112872789299,73,13814082059664574158,24
41,16201663634545784650,80,16524453900671221416,24
42,15068397712118704306,69,15894768676746501989,24
43,14997904430575600650,69,15894768676746501989,24
44,3134140551101335909,81,3451153692596808647,24
45,2603478606787314567,79,2813094784216860316,24
46,14654204807170826564,74,13997893680197230692,24
47,6901432183208056846,83,6823518066302093886,24
48,12931155089460029599,82,13147064863430443676,24
49,1889142661215503517,75,2298317844746860627,24
50,14303579089695332231,80,16524453900671221416,24
51,12161694608946176101,82,13147064863430443676,24
52,17716044313606253582,80,16524453900671221416,24
53,4095006994382933652,78,3193901858870776505,24
54,12129660330771254439,82,13147064863430443676,24
55,12050949109171366653,82,13147064863430443676,24
56,12304098797150403151,82,13147064863430443676,24
57,3147588810002225863,85,8472896266281575134,24
58,11130229432481762393,84,11341585798724879865,24
59,12898764785762105718,84,11341585798724879865,24

0,11837578902671168802,38,12014267432208064593,25
1,15549152056032142908,44,15615023867013580913,25
2,1775820980314117513,36,1475209783955590969,25
3,2993058721899874906,52,2965243230785168529,25
4,14666471579584914319,35,14211145886946641978,25
5,440957640607191371,36,1475209783955590969,25
6,14785056855213516175,56,14770639046541661378,25
7,12259612905465747005,46,12177401056093129155,25
8,12144918907715717091,46,12177401056093129155,25
9,14074515664351843992,35,14211145886946641978,25
10,4470584460172261516,58,4377630988506848054,25
11,7284103221102473470,53,7167962024128240327,25
12,17569915005810855216,50,16670624989134031602,25
13,15525599351193351466,44,15615023867013580913,25
14,15297818947238720507,44,15615023867013580913,25
15,14080535205603932824,56,14770639046541661378,25
16,1639593075404288776,66,578503719567773251,25
17,8578191694437063018,53,7167962024128240327,25
18,1054404377146000838,66,578503719567773251,25
19,4035961542770118169,58,4377630988506848054,25
20,841054613369286255,66,578503719567773251,25
21,9435786954221401040,62,9947637895856344112,25
22,17887812279741312070,64,16842071183248532865,25
23,222500898337879065,66,578503719567773251,25
24,16228254932156661884,60,16562588282129519195,25
25,7450328641619324234,53,7167962024128240327,25
26,7427679642577430563,53,7167962024128240327,25
27,11263936535531707263,71,10099571603675197825,25
28,14599310992774870812,68,14879716001246975313,25
29,430651041224028744,66,578503719567773251,25
30,9241204485543860877,75,9884712338972051333,25
31,4643213233328042085,79,5177558858107780227,25
32,3929724919714631262,78,3877649168467949569,25
33,17117171638510192527,67,17091816767258087656,25
34,4486535594103410717,78,3877649168467949569,25
35,14211145886946641978,68,14879716001246975313,25
36,1475209783955590969,84,1673517912383621618,25
37,7958576668906900224,70,8470590506593830620,25
38,12014267432208064593,72,12597162681270370977,25
39,5998533579874960701,82,6061409465722267256,25
40,8026561245051177701,70,8470590506593830620,25
41,10235949515220299398,71,10099571603675197825,25
42,4050304119551209358,78,3877649168467949569,25
43,10565914728313488370,81,9281370768418699536,25
44,15615023867013580913,69,15356687377696764427,25
45,12412634439297395367,72,12597162681270370977,25
46,12177401056093129155,72,12597162681270370977,25
47,11315371909402330461,75,9884712338972051333,25
48,2378758091170282044,74,2551308779360947456,25
49,3941694050948249810,78,3877649168467949569,25
50,16670624989134031602,83,16642409477796451444,25
51,2770377909179858104,78,3877649168467949569,25
52,2965243230785168529,78,3877649168467949569,25
53,7167962024128240327,79,5177558858107780227,25
54,11680846777268484842,81,9281370768418699536,25
55,4886000103435241105,85,5724200990746560826,25
56,14770639046541661378,83,16642409477796451444,25
57,10197540974334338577,83,16642409477796451444,25
58,4377630988506848054,84,1673517912383621618,25
59,5905449803832349205,85,5724200990746560826,25

0,16957026863376053323,45,16989335827841365671,26
1,3603750033038462765,39,4297344483876042802,26
2,1866463144351729719,30,1298258625292140237,26
3,15472027975856330350,47,15353315979982687777,26
4,9721028594778641584,36,10428574043461883265,26
5,16186341037652129257,45,16989335827841365671,26
6,11467942634662002388,49,11426244281598877233,26
7,15498894903317084151,47,15353315979982687777,26
8,2956406861081719938,41,3194604294910055736,26
9,14566175666420783535,34,14728407309933709237,26
10,663683520596829911,41,3194604294910055736,26
11,2654556352345561106,41,3194604294910055736,26
12,3958698335055730739,58,4004777862574777683,26
13,18403372158937667688,50,18308957114628064888,26
14,709373770092626652,41,3194604294910055736,26
15,5383359713274843827,52,4661904752847609880,26
16,17002688637575310059,45,16989335827841365671,26
17,12220601462207531602,44,12299542323509142771,26
18,11988917707853474123,44,12299542323509142771,26
19,2311908257156707684,56,3326615725898579462,26
20,7233634209568524211,68,7867374381741130165,26
21,2217710570471421269,67,1079674984385511405,26
22,11436339651477415015,49,11426244281598877233,26
23,12594622536090785967,71,11981281707475868171,26
24,18142377162700485034,61,17878880985558583173,26
25,11686268638128197856,71,11981281707475868171,26
26,15916423627537548819,57,14836059643071310461,26
27,7469343530818858101,63,7962622432255543965,26
28,14536699577455784670,57,14836059643071310461,26
29,18373838009535068011,75,18184964505196446931,26
30,1298258625292140237,67,1079674984385511405,26
31,14748051043230479309,57,14836059643071310461,26
32,6326977655905343975,81,8926924054761084566,26
33,6861159635014474504,81,8926924054761084566,26
34,14728407309933709237,79,15447291191055298439,26
35,3354483224769373513,69,3434023819115561309,26
36,10428574043461883265,62,10661246762363241486,26
37,7516232342836890363,68,7867374381741130165,26
38,11618196513945108563,82,11837629270332927287,26
39,4297344483876042802,76,4185115201174355045,26
40,7808869755111628695,68,7867374381741130165,26
41,3194604294910055736,69,3434023819115561309,26
42,7362769630850701164,68,7867374381741130165,26
43,14244526212558414948,79,15447291191055298439,26
44,12299542323509142771,71,11981281707475868171,26
45,16989335827841365671,75,18184964505196446931,26
46,6636654883008681297,84,6855463868556050737,26
47,15353315979982687777,79,15447291191055298439,26
48,6073045567251501502,84,6855463868556050737,26
49,11426244281598877233,83,13199162965913827512,26
50,18308957114628064888,75,18184964505196446931,26
51,6916072132592560399,84,6855463868556050737,26
52,4661904752847609880,84,6855463868556050737,26
53,13525669562037951647,83,13199162965913827512,26
54,6025059446236193203,84,6855463868556050737,26
55,8401847958476328672,85,8975111406957102279,26
56,3326615725898579462,85,8975111406957102279,26
57,14836059643071310461,82,11837629270332927287,26
58,4004777862574777683,85,8975111406957102279,26
59,9695429194729101135,84,6855463868556050737,26

0,10311605309430293097,27,10288897499729041741,27
1,4352933090302069156,37,4436378704844958679,27
2,9871634869354156105,50,9947091419749811820,27
3,15959728087770005311,48,17010064373824802931,27
4,4538813924367364698,37,4436378704844958679,27
5,8783825114819052465,47,8864200594149519706,27
6,68242119482450615,52,485710028590642163,27
7,16747854527320052213,49,16844863851529795644,27
8,17464067034755526179,57,18067204052398656527,27
9,16015043870209323015,57,18067204052398656527,27
10,6029962253577441129,51,6072473164226227712,27
11,7901253190155911547,36,7476548864672638929,27
12,14902245219278432850,61,17245858598370210992,27
13,4268763821514605790,63,3690736941462744504,27
14,5528206739898921760,51,6072473164226227712,27
15,10692555759747810854,58,10902791732693925601,27
16,177890015334915652,52,485710028590642163,27
17,10653580187329510768,58,10902791732693925601,27
18,11233144437976351347,46,11439422229415570539,27
19,7076909975245096218,67,6981789821052013440,27
20,1715171950276492439,59,2287846077159505827,27
21,12452837064759765097,53,11969715370846676708,27
22,1866928337338305249,66,1781206541155886013,27
23,4179361037383828978,63,3690736941462744504,27
24,2870616335846658290,73,2853098156642627642,27
25,12298251834151761,52,485710028590642163,27
26,6026263689130544196,72,6052803742958616338,27
27,10288897499729041741,74,11011027189869456822,27
28,4262101825727259944,63,3690736941462744504,27
29,358799563772205879,64,594385704822625797,27
30,8250814203812661755,80,8196864179479528828,27
31,11171093717058556617,74,11011027189869456822,27
32,4076819387341273949,63,3690736941462744504,27
33,8955232594215516234,80,8196864179479528828,27
34,6566329414282347037,72,6052803742958616338,27
35,6441638154979592420,72,6052803742958616338,27
36,7476548864672638929,67,6981789821052013440,27
37,4436378704844958679,63,3690736941462744504,27
38,2727908408569370675,73,2853098156642627642,27
39,8841088225894099812,80,8196864179479528828,27
40,688595843243882839,66,1781206541155886013,27
41,13660554218156058249,68,13330866674128323151,27
42,16986816342962220306,83,16895421178586950774,27
43,8182775835128002340,80,8196864179479528828,27
44,3843426664537559426,73,2853098156642627642,27
45,3973396705366164658,73,2853098156642627642,27
46,11439422229415570539,74,11011027189869456822,27
47,8864200594149519706,80,8196864179479528828,27
48,17010064373824802931,83,16895421178586950774,27
49,16844863851529795644,83,16895421178586950774,27
50,9947091419749811820,82,10178803179930879411,27
51,6072473164226227712,79,5244991949409826928,27
52,485710028590642163,85,1579508208425684068,27
53,11969715370846676708,84,12056796478322729685,27
54,1744462096102608302,85,1579508208425684068,27
55,3308056053254104649,85,1579508208425684068,27
56,13740162922958422168,81,12499795686401283468,27
57,18067204052398656527,83,16895421178586950774,27
58,10902791732693925601,84,12056796478322729685,27
59,2287846077159505827,85,1579508208425684068,27

0,8887799579262175517,33,6512089596810602681,28
1,16482721151946085159,42,16751809080012609826,28
2,5150470206543526472,27,5048647034593657810,28
3,12332679175541653328,38,12652973146093248579,28
4,11491806517808627004,51,9934980384503991131,28
5,8163525380243966542,54,7147129183974230160,28
6,17333111759472122528,42,16751809080012609826,28
7,16889835035839206026,36,16878791652218596244,28
8,12218436741246059849,38,12652973146093248579,28
9,5622986648646545242,46,4936132912596457492,28
10,17222220811935772828,45,16965912665854123570,28
11,4622996607301395,43,63886979099534001,28
12,17137427272634152583,42,16751809080012609826,28
13,8478762408843993290,61,9137302494113377912,28
14,3499470487607275905,40,1568530421908294120,28
15,7286199523294011173,54,7147129183974230160,28
16,939051110565035490,41,297958075949218330,28
17,11048227259811382304,51,9934980384503991131,28
18,2515818652172859224,52,215280225127579281,28
19,6568724406405994423,49,6792142648212577978,28
20,12659135290784568985,60,12418788341704509292,28
21,15227212541449924975,63,13883582911846066697,28
22,17922939767169909333,59,17962126985136628041,28
23,10095474822699425042,51,9934980384503991131,28
24,10275875800141767524,51,9934980384503991131,28
25,9632463321269188161,51,9934980384503991131,28
26,9841713376047017083,51,9934980384503991131,28
27,5048647034593657810,69,4999916527340892256,28
28,2666119378263939471,75,3968088390296743577,28
29,6837553600831908952,66,6660706167929612477,28
30,15487904980797461089,63,13883582911846066697,28
31,14745109580423196952,63,13883582911846066697,28
32,15997750190392410098,63,13883582911846066697,28
33,6512089596810602681,77,6519894674334554682,28
34,9465968582401756215,79,10540215218111852554,28
35,14129646794120555351,63,13883582911846066697,28
36,16878791652218596244,74,17132541608368147687,28
37,12726614042620993922,62,12694268281822980979,28
38,12652973146093248579,73,12101896406074752070,28
39,14867987657616898930,84,16022278640355510046,28
40,1568530421908294120,72,5250295402674753,28
41,297958075949218330,72,5250295402674753,28
42,16751809080012609826,74,17132541608368147687,28
43,63886979099534001,72,5250295402674753,28
44,13346644747924168976,85,13646041232857400613,28
45,16965912665854123570,74,17132541608368147687,28
46,4936132912596457492,80,5719483958135325208,28
47,1635765328991367027,72,5250295402674753,28
48,5792205832503926053,83,5895862244468756834,28
49,6792142648212577978,77,6519894674334554682,28
50,4709989227449431271,80,5719483958135325208,28
51,9934980384503991131,79,10540215218111852554,28
52,215280225127579281,80,5719483958135325208,28
53,13360772130945365364,85,13646041232857400613,28
54,7147129183974230160,81,7978090874003307507,28
55,5919546658463174574,83,5895862244468756834,28
56,1887811475214271624,83,5895862244468756834,28
57,5881545100289970924,83,5895862244468756834,28
58,13463047871670560258,85,13646041232857400613,28
59,17962126985136628041,84,16022278640355510046,28

0,12731858679505612316,43,13297005578201376857,29
1,7947985348220706152,28,7939363845010806292,29
2,9207239213786629280,51,8828067149624202286,29
3,1242657805451052847,48,1600868836432439485,29
4,1706377555666087019,48,1600868836432439485,29
5,4812227255326768966,41,5380434304685737692,29
6,802155219496594278,33,356807637651181530,29
7,11846070978850969819,32,12450156879710404543,29
8,10490781755653966319,47,11369176464149069530,29
9,5069638072037877318,49,5550926033914536570,29
10,2330071079387199567,44,3313429044868471695,29
11,11068119119968621997,47,11369176464149069530,29
12,10563241832887392334,57,11400075865465509659,29
13,209558041169210132,59,324800358321372713,29
14,13617580898804116929,43,13297005578201376857,29
15,13145694386253172830,43,13297005578201376857,29
16,2402432520353956665,44,3313429044868471695,29
17,540355646299094066,59,324800358321372713,29
18,7440052587608792221,53,7100343934783353192,29
19,11079193586881858267,47,11369176464149069530,29
20,15251571167079819836,68,14366035004360755440,29
21,1790013577230466831,50,1841393810838101762,29
22,3843083450269942350,67,3591524709041184579,29
23,13780462225001552837,52,12517971646822823679,29
24,15814712766039748348,74,15749723851479098138,29
25,5070311473237349568,72,4882600151087352007,29
26,8109180957134161606,60,8785984620223382523,29
27,13990444197558314985,68,14366035004360755440,29
28,7939363845010806292,71,8006582806529483417,29
29,16992999847924258379,62,17299562863783308138,29
30,4153131562886306810,77,4397249597819316494,29
31,15250854072944931702,78,15017638711953233038,29
32,12450156879710404543,61,12323043191555020991,29
33,356807637651181530,59,324800358321372713,29
34,8663243271785992113,60,8785984620223382523,29
35,16206205324542284717,62,17299562863783308138,29
36,16782018720336091948,62,17299562863783308138,29
37,17322199259305881457,62,17299562863783308138,29
38,2001426741545365487,70,1456074567309218003,29
39,14752333381656147548,73,14745653841483822960,29
40,17332428732138884794,78,15017638711953233038,29
41,5380434304685737692,85,5637771443560875653,29
42,16436445708268400650,68,14366035004360755440,29
43,13297005578201376857,83,11896875710408796517,29
44,3313429044868471695,77,4397249597819316494,29
45,10067405941936493019,80,10558151685371688337,29
46,12532686854784732769,84,11909514364059058454,29
47,11369176464149069530,80,10558151685371688337,29
48,1600868836432439485,77,4397249597819316494,29
49,5550926033914536570,85,5637771443560875653,29
50,1841393810838101762,77,4397249597819316494,29
51,8828067149624202286,81,6203807054535839416,29
52,12517971646822823679,83,11896875710408796517,29
53,7100343934783353192,82,5107607996631846514,29
54,10250436540809844595,80,10558151685371688337,29
55,9134480875732372134,81,6203807054535839416,29
56,9240203929950106605,83,11896875710408796517,29
57,11400075865465509659,83,11896875710408796517,29
58,11996539310444093914,84,11909514364059058454,29
59,324800358321372713,85,5637771443560875653,29

0,16797420381504707175,30,17153749716510296474,30
1,9943685816273675785,47,10053831364248548239,30
2,17649560495598205421,28,17323679743763047561,30
3,8845004839476315366,49,8072923521284550218,30
4,15177678302734764666,46,15837383301932764955,30
5,5370486055724331807,34,4934386817620709450,30
6,353116947965900095,45,1595934192138871936,30
7,11047587707417020617,38,11294907655666433478,30
8,10347946555486836354,55,10352426629800917601,30
9,746311816955572906,35,1860080207302405504,30
10,9282281290204073525,59,10001544754654131450,30
11,7038661067191065973,36,7054135095103500698,30
12,14708415973946539687,60,14871143703639154496,30
13,18286478162306896574,39,17528624830441225956,30
14,14916245911423393764,60,14871143703639154496,30
15,5864879524179747849,51,5834459704674220250,30
16,4375301457623222714,66,3483765018795283696,30
17,15937431671565363511,46,15837383301932764955,30
18,7402037722280335107,58,7287761217038681525,30
19,6749698969387479358,56,6698312928856154216,30
20,3774277334120047551,66,3483765018795283696,30
21,4798788976795595833,48,5025153315056323394,30
22,6993881824340167753,58,7287761217038681525,30
23,3704222497921014077,66,3483765018795283696,30
24,17545409932980827501,69,17579750976471357204,30
25,13653007434121467256,62,13366864915341470570,30
26,13561601278097768131,62,13366864915341470570,30
27,13741992488541735526,62,13366864915341470570,30
28,17323679743763047561,69,17579750976471357204,30
29,3278560223922897027,54,3274562382357594231,30
30,17153749716510296474,61,17268772550516115314,30
31,14659972480214146860,60,14871143703639154496,30
32,3755625644751177748,66,3483765018795283696,30
33,3323476114868833035,79,3455632683624961332,30
34,4934386817620709450,77,5492173316759447200,30
35,1860080207302405504,84,1973611692837020519,30
36,7054135095103500698,67,7520410557661743892,30
37,10489599877334798777,70,10807767767512627178,30
38,11294907655666433478,83,11160897825529398607,30
39,17528624830441225956,69,17579750976471357204,30
40,7599570514042335893,67,7520410557661743892,30
41,10787201354360043115,70,10807767767512627178,30
42,6255317214186494354,77,5492173316759447200,30
43,13303391265136332636,80,13097172402926645043,30
44,10678993339927852056,70,10807767767512627178,30
45,1595934192138871936,84,1973611692837020519,30
46,15837383301932764955,72,18437273836302339179,30
47,10053831364248548239,74,10335353494627151460,30
48,5025153315056323394,85,5593038796764685547,30
49,8072923521284550218,81,8734244383942000600,30
50,16615745383018424527,82,18227830094164693412,30
51,5834459704674220250,77,5492173316759447200,30
52,16345692458003045154,82,18227830094164693412,30
53,13883726556628364363,82,18227830094164693412,30
54,3274562382357594231,79,3455632683624961332,30
55,10352426629800917601,83,11160897825529398607,30
56,6698312928856154216,85,5593038796764685547,30
57,8346473266944295705,85,5593038796764685547,30
58,7287761217038681525,85,5593038796764685547,30
59,10001544754654131450,84,1973611692837020519,30

0,4766772986705297146,38,6161168866725062395,31
1,17822326509723603899,31,17014400036778308701,31
2,17981963196112276539,40,16889601503253856085,31
3,1197449581378695960,29,1340645007255774716,31
4,3969872691940614910,51,3901746034935046510,31
5,17118113365650392645,31,17014400036778308701,31
6,7547280700044588695,47,7708567292106574708,31
7,6708865458721675049,53,6753203561020400024,31
8,8388708058846022398,42,8861212281875944763,31
9,2668481352106189770,44,3422429142730216813,31
10,5344540477616686167,49,6542973441584610808,31
11,10027177596730782972,52,9530500760065521091,31
12,16840968622225087806,40,16889601503253856085,31
13,7675519695216294725,47,7708567292106574708,31
14,11279800580541994683,41,10685155714932806321,31
15,9152914519980509694,42,8861212281875944763,31
16,4408197437427452367,60,4507910208270550360,31
17,17586193703505931861,58,15770438623285810026,31
18,193054067289493620,46,305341831025294099,31
19,17797898119760467484,68,16075146257436273525,31
20,10527136216579008264,70,10520655226362343387,31
21,2353715615529864927,61,2590322133885320164,31
22,2675837855619519796,61,2590322133885320164,31
23,11331838896342040802,70,10520655226362343387,31
24,6907110308445143102,53,6753203561020400024,31
25,1421429152521656818,54,1321552770953320734,31
26,14477392231852368359,73,14549522782887111803,31
27,2950976907169371919,59,2948165339139265517,31
28,11673260650852234048,78,11564070018710217026,31
29,1340645007255774716,54,1321552770953320734,31
30,12693999497727145590,78,11564070018710217026,31
31,17014400036778308701,76,17248562795375604804,31
32,9612602515239456940,74,10308391947231280242,31
33,10231181204523160906,74,10308391947231280242,31
34,4607171924193062374,81,4574691326046643112,31
35,13799748810675155395,66,12435786330082756433,31
36,10538515758202675317,70,10520655226362343387,31
37,4382024993819827124,81,4574691326046643112,31
38,6161168866725062395,69,6318172648684379162,31
39,15980780147079323750,79,15973611329972187013,31
40,16889601503253856085,76,17248562795375604804,31
41,10685155714932806321,70,10520655226362343387,31
42,8861212281875944763,82,8379336875554548128,31
43,13228307667768399829,78,11564070018710217026,31
44,3422429142730216813,71,3441484809095142764,31
45,12211902132309819793,72,12133849999167230029,31
46,305341831025294099,71,3441484809095142764,31
47,7708567292106574708,82,8379336875554548128,31
48,11880224645158957689,78,11564070018710217026,31
49,6542973441584610808,75,5341268829708800586,31
50,2106564025113415253,81,4574691326046643112,31
51,3901746034935046510,84,3839920519586600680,31
52,9530500760065521091,83,11029024639936526134,31
53,6753203561020400024,82,8379336875554548128,31
54,1321552770953320734,84,3839920519586600680,31
55,5933870609728246111,82,8379336875554548128,31
56,7329873539596193203,82,8379336875554548128,31
57,1222973166194027692,84,3839920519586600680,31
58,15770438623285810026,85,15359652045787571455,31
59,2948165339139265517,84,3839920519586600680,31

0,18060285863676576059,45,17869403975447995968,32
1,13085212153354282055,40,12997058570835434745,32
2,782461338937798892,41,533595040010177503,32
3,17054823916765084550,46,16452411166916000730,32
4,3182492408699777969,42,4461236184949509042,32
5,5117040482556635167,34,6748945811332286219,32
6,16367262414840470108,46,16452411166916000730,32
7,15765268052007207142,35,15603395433349855651,32
8,8467548691433403243,37,8503182432213035134,32
9,2680455144007630205,59,3271382081096681180,32
10,10721750645372974784,55,10802725952898061497,32
11,12873591146412106309,53,12858833580398929985,32
12,14153438541576495309,38,14838513094637052079,32
13,3261573166915257504,59,3271382081096681180,32
14,11395737739454647361,51,11399254680095251020,32
15,7797640133534663559,58,9032083106003758134,32
16,15281185919532666880,50,14993625219504968475,32
17,5784511710405083254,57,6578272612401240310,32
18,15224036433781205998,50,14993625219504968475,32
19,959035450677000895,64,2293366122473537765,32
20,4559873112015263337,48,4542659486029936312,32
21,14236879111892498266,50,14993625219504968475,32
22,3216101405192915814,59,3271382081096681180,32
23,15592897632830078258,50,14993625219504968475,32
24,7273541731583606973,72,6922882027220675497,32
25,10647444106270550429,55,10802725952898061497,32
26,12278136582681060397,70,12636955343955129087,32
27,6076463429181654718,57,6578272612401240310,32
28,9646706426117724389,67,10352338052452964910,32
29,1891141417294899120,65,2280055054779573482,32
30,13628935900761677110,75,12933643257335914266,32
31,2081774333626463448,64,2293366122473537765,32
32,15869836738381559391,79,15473214582718932295,32
33,8105640453994058475,60,8158553389669332529,32
34,6748945811332286219,71,5500611069705330093,32
35,15603395433349855651,79,15473214582718932295,32
36,15296189115435611001,79,15473214582718932295,32
37,8503182432213035134,74,8463881607124260677,32
38,14838513094637052079,83,14831807380647973935,32
39,12472649162349215219,70,12636955343955129087,32
40,12997058570835434745,75,12933643257335914266,32
41,533595040010177503,84,3987114184703288664,32
42,4461236184949509042,68,4515888399824950525,32
43,10425585165306299259,80,11015219396595685555,32
44,8316549157871664350,74,8463881607124260677,32
45,17869403975447995968,77,16670530402613735204,32
46,16452411166916000730,77,16670530402613735204,32
47,1848650690867437245,76,4167632585621048258,32
48,4542659486029936312,76,4167632585621048258,32
49,11164344024638920357,80,11015219396595685555,32
50,14993625219504968475,79,15473214582718932295,32
51,11399254680095251020,80,11015219396595685555,32
52,13754606283225464107,81,11773606958391532060,32
53,12858833580398929985,81,11773606958391532060,32
54,18066182957006252425,79,15473214582718932295,32
55,10802725952898061497,80,11015219396595685555,32
56,4519914330544673338,85,4069060977054114197,32
57,6578272612401240310,82,7544958293372966694,32
58,9032083106003758134,85,4069060977054114197,32
59,3271382081096681180,85,4069060977054114197,32

0,9892772109919973155,35,10193132946791892957,33
1,18409155655601284217,28,17563658888891193786,33
2,2323151954791555642,49,2384138764959871334,33
3,7304889396656861733,34,7159969254588490231,33
4,6583834175523958882,43,6435596663418953068,33
5,16458064519347279113,47,16485088355900205824,33
6,3518526777452099026,45,4510682740957365497,33
7,13683566762373098359,52,13131040559295097497,33
8,1853101857864246854,37,1209810691215900466,33
9,16405883259344313852,47,16485088355900205824,33
10,4793934342314640417,56,5125485378652694713,33
11,8958096839149861013,40,8981580030406643526,33
12,5310895198483738407,56,5125485378652694713,33
13,12212345338319444623,39,11737736761227311332,33
14,4697722197135413654,56,5125485378652694713,33
15,4528455557784149086,45,4510682740957365497,33
16,1049986765043399118,60,468819348700813580,33
17,4584147502413299147,45,4510682740957365497,33
18,8367252285049383333,58,9047897117033755938,33
19,3901004915460888928,59,3848130620536661147,33
20,4435603128146590562,45,4510682740957365497,33
21,6859007150158818959,66,6273758449013521199,33
